sequenceID	lineage	clade	length	pubmed_id	isolate_data.country	isolate_data.place_sampled	isolate_data.sampled_host_sci_name	isolate_data.collection_year	isolate_data.collection_month	isolate_data.collection_month_day
HQ671730	1	A	10609	-	USA	New York	Corvus brachyrhynchos	2007	-	-
HQ671731	1	A	10620	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ671732	1	A	10590	-	-	-	Mus musculus	-	-	-
HQ671733	1	A	10584	-	-	-	Mus musculus	-	-	-
HQ671734	1	A	9848	-	-	-	Mus musculus	-	-	-
HQ671735	1	A	10324	-	-	-	Gallus gallus	-	-	-
HQ671736	1	A	10241	-	USA	New York	Corvus brachyrhynchos	2001	-	-
HQ671737	1	A	9328	-	USA	New York	Corvus brachyrhynchos	2002	-	-
HQ671738	1	A	8972	-	USA	New York	Corvus brachyrhynchos	2004	-	-
HQ671739	1	A	10309	-	USA	New York	Corvus brachyrhynchos	2004	-	-
HQ671740	1	A	9939	-	USA	New York	Corvus brachyrhynchos	2005	-	-
HQ671741	1	A	10182	-	USA	New York	Corvus brachyrhynchos	2006	-	-
HQ671742	1	A	10622	-	USA	Illinois	Cyanocitta cristata	2002	-	-
HQ671743	1	A	10355	-	USA	Illinois	Corvus brachyrhynchos	2003	-	-
HQ671744	1	A	10217	-	USA	Illinois	Corvus brachyrhynchos	2005	-	-
HQ671745	1	A	10051	-	USA	Illinois	Culex pipiens	2006	-	-
HQ705659	1	A	10522	-	USA	Connecticut	Aedes cinereus	2003	-	-
HQ705660	1	A	10608	-	USA	New York	Corvus brachyrhynchos	2003	-	-
HQ705663	1	A	10516	-	-	-	Mus musculus	-	-	-
HQ705669	1	A	10451	-	USA	Illinois	Cyanocitta cristata	2002	-	-
HQ705670	1	A	10623	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ705671	1	A	10620	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ705672	1	A	10623	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ705673	1	A	10621	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ705674	1	A	10623	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ705675	1	A	10620	-	-	-	Culex pipiens quinquefasciatus	-	-	-
HQ705676	1	A	10583	-	-	-	Mus musculus	-	-	-
HQ705677	1	A	10613	-	-	-	Gallus gallus	-	-	-
HQ705678	1	A	10609	-	-	-	Gallus gallus	-	-	-
HQ891009	1	A	10584	-	-	-	Mus musculus	-	-	-
HQ891010	1	A	10584	-	-	-	Mus musculus	-	-	-
HQ891011	1	A	10584	-	-	-	Mus musculus	-	-	-
HQ891012	1	A	10585	-	-	-	Mus musculus	-	-	-
HQ891013	1	A	10584	-	-	-	Mus musculus	-	-	-
JF357958	1	A	10617	-	-	-	Mus musculus	-	-	-
JF357959	1	A	10546	-	-	-	Mus musculus	-	-	-
JF357960	1	A	10621	-	-	-	Gallus gallus	-	-	-
JF488086	1	A	10981	-	USA	Connecticut	Culex pipiens	2004	-	-
JF488087	1	A	10828	-	USA	Connecticut	Culex pipiens	2004	-	-
JF488089	1	A	10620	-	USA	Connecticut	Culex restuans	2004	-	-
JF488090	1	A	10783	-	USA	Connecticut	Culex pipiens	2004	-	-
JF488091	1	A	10841	-	USA	Connecticut	Culex salinarius	2004	-	-
JF488092	1	A	10769	-	USA	Connecticut	Culex restuans	2004	-	-
JF488093	1	A	10990	-	USA	Connecticut	Culex pipiens	2005	-	-
JF488094	1	A	10622	-	USA	New York	Corvus brachyrhynchos	2004	-	-
JF488095	1	A	10622	-	USA	New York	Corvus brachyrhynchos	2009	-	-
JF488096	1	A	10579	-	USA	New York	Corvus brachyrhynchos	2009	-	-
JF488097	1	A	10619	-	USA	New York	Corvus brachyrhynchos	2007	-	-
JF707789	1	A	10900	21775579	Spain	-	Culex perexiguus	2008	-	-
JF719065	1	A	10969	21775579	Italy	-	jay	2008	-	-
JF719066	1	A	10953	21775579	Italy	-	magpie	2008	-	-
JF719067	1	A	10926	21775579	Italy	-	gull	2009	-	-
JF719068	1	A	10926	21775579	Italy	-	jay	2009	-	-
JF730040	1	A	10584	-	-	-	Mus musculus	-	-	-
JF730041	1	A	10497	-	-	-	Mus musculus	-	-	-
JF730042	1	A	10414	-	USA	New York	Corvus brachyrhynchos	2007	-	-
JF730043	1	A	10743	-	USA	Connecticut	Culex pipiens	2002	-	-
JF784158	1	A	10621	-	-	-	Mus musculus	-	-	-
JF899528	1	A	10610	-	USA	New York	Corvus brachyrhynchos	2004	-	-
JF899529	1	A	10613	-	USA	New York	Corvus brachyrhynchos	2005	-	-
JF899530	1	A	10613	-	-	-	Mus musculus	-	-	-
JF899531	1	A	10623	-	-	-	Mus musculus	-	-	-
JF899532	1	A	10622	-	-	-	Mus musculus	-	-	-
JF899533	1	A	10631	-	-	-	Mus musculus	-	-	-
JF899534	1	A	10434	-	-	-	Mus musculus	-	-	-
JF899535	1	A	10580	-	-	-	Mus musculus	-	-	-
JF899536	1	A	10601	-	-	-	Mus musculus	-	-	-
JF899537	1	A	10622	-	-	-	Mus musculus	-	-	-
JF920306	1	A	10700	-	USA	Connecticut	Culex pipiens	2003	-	-
JF920307	1	A	10613	-	USA	Connecticut	Culiseta melanura	2001	-	-
JF920728	1	A	10622	-	USA	Connecticut	Culex pipiens	2003	-	-
JF920729	1	A	10622	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920730	1	A	10695	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920731	1	A	10778	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920732	1	A	10811	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920733	1	A	10622	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920734	1	A	10492	-	USA	Connecticut	Culex restuans	2006	-	-
JF920735	1	A	10625	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920736	1	A	10796	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920737	1	A	10513	-	USA	Connecticut	Culex pipiens	2006	-	-
JF920738	1	A	10621	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920739	1	A	10791	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920740	1	A	10512	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920741	1	A	10622	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920742	1	A	10622	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920743	1	A	10466	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920744	1	A	10623	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920745	1	A	10622	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920746	1	A	10511	-	USA	Connecticut	Culex pipiens	2007	-	-
JF920747	1	A	10968	-	USA	Connecticut	Culex salinarius	2008	-	-
JF920748	1	A	10497	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920749	1	A	10622	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920750	1	A	10622	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920751	1	A	10622	-	USA	Connecticut	Culex restuans	2008	-	-
JF920752	1	A	10569	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920753	1	A	10622	-	USA	Connecticut	Culex restuans	2008	-	-
JF920754	1	A	10620	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920755	1	A	10622	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920756	1	A	10622	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920757	1	A	10622	-	USA	Connecticut	Culex pipiens	2008	-	-
JF920758	1	A	10621	-	USA	Connecticut	Culiseta melanura	2009	-	-
JF920759	1	A	10616	-	USA	Connecticut	Culex pipiens	2009	-	-
JF920760	1	A	10497	-	USA	Connecticut	Culex pipiens	2009	-	-
JF972636	1	A	10623	-	USA	Connecticut	Culiseta melanura	2008	-	-
JN051152	1	A	10998	21976584	Mexico	-	common raven	2003	-	-
JN051153	1	A	10998	21976584	Mexico	-	common raven	2003	-	-
JN183885	1	A	10521	-	USA	New York	Cyanocitta cristata	2008	-	-
JN183886	1	A	10671	-	USA	New York	Cyanocitta cristata	2008	-	-
JN183887	1	A	10685	-	USA	New York	Corvus brachyrhynchos	2002	-	-
JN183888	1	A	10635	-	USA	New York	Corvus brachyrhynchos	2006	-	-
JN183889	1	A	10521	-	USA	Connecticut	Culex restuans	2003	-	-
JN183890	1	A	10526	-	USA	Connecticut	Culiseta melanura	2003	-	-
JN183891	1	A	10520	-	USA	Illinois	Cyanocitta cristata	2002	-	-
JN183892	1	A	10622	-	USA	Illinois	Culex pipiens	2005	-	-
JN183893	1	A	10610	-	-	-	Gallus gallus	-	-	-
JN183894	1	A	10613	-	-	-	Gallus gallus	-	-	-
JN183895	1	A	10634	-	-	-	Culex sp.	-	-	-
JN183896	1	A	10622	-	-	-	Culex sp.	-	-	-
JN183897	1	A	10622	-	-	-	Culex sp.	-	-	-
JN367277	1	A	10612	-	USA	New York	Corvus brachyrhynchos	2004	-	-
JN716371	1	A	10754	22802436	Colombia	Medellin	Phoenicopterus roseus	2008	-	-
JN716372	1	A	10754	22802436	Colombia	Medellin	Phoenicopterus roseus	2008	-	-
JN817352	1	A	10072	-	-	-	Mus musculus	-	-	-
JN819305	1	A	10692	-	-	-	-	-	-	-
JN819306	1	A	10592	-	-	-	-	-	-	-
JN819307	1	A	10584	-	-	-	-	-	-	-
JN819308	1	A	10484	-	-	-	-	-	-	-
JN819309	1	A	10464	-	-	-	-	-	-	-
JN819310	1	A	10581	-	-	-	-	-	-	-
JN819311	1	A	10451	-	-	-	mosquito	-	-	-
JN819312	1	A	10584	-	-	-	mosquito	-	-	-
JN819313	1	A	10436	-	-	-	mosquito	-	-	-
JN819314	1	A	10413	-	-	-	-	-	-	-
JN819315	1	A	10583	-	-	-	bird	-	-	-
JN819316	1	A	10584	-	-	-	-	-	-	-
JN819317	1	A	10594	-	-	-	-	-	-	-
JN819318	1	A	10584	-	-	-	bird	-	-	-
JN819319	1	A	10380	-	-	-	bird	-	-	-
JN819320	1	A	10414	-	-	-	bird	-	-	-
JN819321	1	A	10584	-	-	-	-	-	-	-
JN819322	1	A	10348	-	-	-	-	-	-	-
JN819323	1	A	10488	-	-	-	-	-	-	-
JN819324	1	A	10588	-	-	-	-	-	-	-
JN819325	1	A	10262	-	-	-	bird	-	-	-
JN858069	1	A	10895	-	Italy	-	Homo sapiens; age: 48; sex: male	2011	-	-
JN858070	2	-	10520	22085600	Italy	-	Homo sapiens; age: 56; sex: male	2011	-	-
JQ303102	1	A	5022	-	India	-	-	2011	MAY	4
JQ928174	1	A	10714	22874456	Italy	"Veneto region, Treviso"	Homo sapiens	2011	-	-
JQ928175	1	A	10477	22874456	Italy	"Veneto region, Treviso"	Homo sapiens	2011	-	-
JX015515	1	A	10954	23141421	USA	"El Paso, Texas"	Culex tarsalis	2005	JUN	28
JX015517	1	A	10994	23141421	USA	"El Paso, Texas"	Culex tarsalis	2008	AUG	26
JX015520	1	A	10949	23141421	Mexico	"Cuidad Juarez, Chihuahua State"	Culex quinquefasciatus	2009	AUG	11
JX015521	1	A	10999	23141421	USA	"El Paso, Texas"	Culex tarsalis	2009	SEP	1
JX015522	1	A	10976	23141421	USA	"El Paso, Texas"	Culex tarsalis	2010	AUG	17
JX015523	1	A	10997	23141421	USA	"El Paso, Texas"	Culex tarsalis	2010	AUG	31
JX041628	1	A	10942	-	Azerbaijan	-	Ornithodoros capensis	1970	-	-
JX041631	2	-	10820	-	Ukraine	Lviv region	bird	1980	-	-
JX041633	1	A	10114	-	Russia	Astrakhan region	Hyalomma plumbeum plumbeum	1963	-	-
JX041634	1	A	10998	-	Russia	Astrakhan region	Homo sapiens	1999	-	-
JX070655	1	A	10845	-	Tajikistan	-	-	-	-	-
JX123031	1	B	10983	-	Australia	-	Equus caballus	2011	MAR	15
JX276662	1	B	10927	-	-	-	-	2012	FEB	6
JX503096	1	A	10954	22962364	USA	-	-	-	-	-
JX556213	1	A	10736	22971328	Italy	"Veneto region, Venice province"	Homo sapiens	2012	AUG	3
KC243146	1	A	10864	25430727	Kenya	"Ijara, North Eastern Province"	Rhipicephalus pulchellus (tick)	2010	NOV	27
KC333375	1	A	10932	23965756	USA	"Harris Co., Texas"	house sparrow	2012	AUG	4
KC333377	1	A	10985	23965756	USA	"Katy, Harris Co., Texas"	Cyanocitta cristata	2012	JUN	14
KC333378	1	A	10991	23965756	USA	"Pasadena, Harris Co., Texas"	Cyanocitta cristata	2012	JUN	28
KC333379	1	A	10985	23965756	USA	"Houston, Harris Co., Texas"	Cyanocitta cristata	2012	JUN	28
KC333380	1	A	10989	23965756	USA	"Katy, Harris Co., Texas"	Cyanocitta cristata	2012	JUN	29
KC333381	1	A	10999	23965756	USA	"Houston, Harris Co., Texas"	Cyanocitta cristata	2012	JUL	4
KC333382	1	A	10967	23965756	USA	"Houston, Harris Co., Texas"	Cyanocitta cristata	2012	JUL	6
KC333384	1	A	10991	23965756	USA	"Harris Co., Texas"	loggerhead shrike	2012	JUL	11
KC333385	1	A	10982	23965756	USA	"Harris Co., Texas"	Cyanocitta cristata	2012	JUL	11
KC333386	1	A	10979	23965756	USA	"Harris Co., Texas"	Cyanocitta cristata	2012	JUL	18
KC601756	1	A	10948	23682140	India	Kerala	Homo sapiens	2011	-	-
KC954092	1	A	10781	24284876	Italy	"Veneto region, Portogruaro"	Homo sapiens	2012	-	-
KF179639	2	-	11000	24084339	Greece	Kavala prefecture	Homo sapiens	2012	-	-
KF179640	2	-	10998	24084339	Austria	-	Accipiter gentilis	2008	-	-
KF367469	1	A	10763	24504904	British Virgin Islands	Necker Island	Phoenicopterus roseus	2013	MAR	30
KF588365	2	-	10998	24084339	Italy	"Veneto region, Rovigo"	Homo sapiens	2013	-	-
KF647249	2	-	10986	24084339	Italy	"Veneto region, Rovigo"	Homo sapiens	2013	-	-
KF647251	2	-	10994	24084339	Italy	"Veneto region, Padova"	Homo sapiens	2013	-	-
KF647252	2	-	10974	24084339	Italy	"Veneto region, Rovigo"	Homo sapiens	2013	-	-
KF647253	1	A	10483	24084339	Italy	"Veneto region, Rovigo"	Homo sapiens	2013	-	-
KF823806	2	-	10975	-	Italy	"Lombardia region, Mantova"	Homo sapiens	2013	-	-
KF823807	1	A	10331	-	Italy	"Veneto region, Padua"	Homo sapiens	2013	-	-
KJ145799	1	A	10621	-	USA	-	Ochlerotatus sollicitans	2005	-	-
KJ145800	1	A	10369	-	USA	-	Corvus brachyrhynchos	1999	-	-
KJ145801	1	A	9593	-	USA	-	Culex pipiens	2004	-	-
KJ145802	1	A	10415	-	USA	-	Culex pipiens	2005	-	-
KJ145803	1	A	10382	-	USA	-	Culex restuans	2003	-	-
KJ145804	1	A	10705	-	USA	-	Culex pipiens	2003	-	-
KJ145805	1	A	10374	-	USA	-	Culiseta melanura	2003	-	-
KJ145806	1	A	6454	-	USA	-	Culex restuans	2003	-	-
KJ145807	1	A	10241	-	USA	-	Aedes vexans	2003	-	-
KJ145808	1	A	8503	-	USA	-	Culex salinarius	2003	-	-
KJ145809	1	A	10655	-	USA	-	Culiseta melanura	2003	-	-
KJ145810	1	A	10356	-	USA	-	Culex pipiens	2006	-	-
KJ145811	1	A	9465	-	USA	-	Culiseta melanura	2009	-	-
KJ145812	1	A	10374	-	USA	-	Corvus brachyrhynchos	2008	-	-
KJ145813	1	A	10198	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ145814	1	A	10296	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ145815	1	A	8036	-	USA	-	Corvus brachyrhynchos	2002	-	-
KJ145816	1	A	8254	-	USA	-	Corvus brachyrhynchos	2002	-	-
KJ145817	1	A	10259	-	USA	-	Corvus brachyrhynchos	2002	-	-
KJ145818	1	A	10311	-	USA	-	Corvus brachyrhynchos	2003	-	-
KJ145819	1	A	8477	-	USA	-	Corvus brachyrhynchos	2005	-	-
KJ145820	1	A	8188	-	USA	-	-	2008	-	-
KJ145821	1	A	10337	-	USA	-	Corvus brachyrhynchos	2006	-	-
KJ145822	1	A	9307	-	USA	-	Corvus brachyrhynchos	2006	-	-
KJ145823	1	A	10366	-	USA	-	Corvus brachyrhynchos	2006	-	-
KJ145824	1	A	10246	-	USA	-	Corvus brachyrhynchos	2009	-	-
KJ145825	1	A	10236	-	USA	-	Corvus brachyrhynchos	2009	-	-
KJ145826	1	A	9683	-	USA	-	Corvus brachyrhynchos	2010	-	-
KJ145827	1	A	10566	-	USA	-	Corvus brachyrhynchos	2010	-	-
KJ145828	1	A	10616	-	USA	-	Corvus brachyrhynchos	2010	-	-
KJ145829	1	A	10455	-	USA	-	Corvus brachyrhynchos	2010	-	-
KJ145830	1	A	9390	-	USA	-	Corvus brachyrhynchos	2010	-	-
KJ145831	1	A	8197	-	USA	-	Culex sp.	2006	-	-
KJ145832	1	A	10621	-	USA	-	Loriidae	2007	-	-
KJ145833	1	A	8163	-	USA	-	-	-	-	-
KJ501097	1	A	10880	-	USA	-	Culex tarsalis	2008	-	-
KJ501102	1	A	10960	-	USA	-	Culex tarsalis	2009	-	-
KJ501104	1	A	10987	-	USA	-	Culex tarsalis	2003	-	-
KJ501105	1	A	10891	-	USA	-	Culex tarsalis	2003	-	-
KJ501106	1	A	10994	-	USA	-	Culex tarsalis	2008	-	-
KJ501108	1	A	10946	-	USA	-	Culex tarsalis	2007	-	-
KJ501111	1	A	10966	-	USA	-	Culex tarsalis	2009	-	-
KJ501112	1	A	10467	-	USA	-	Culex tarsalis	2007	-	-
KJ501113	1	A	10912	-	USA	-	Culex tarsalis	2008	-	-
KJ501115	1	A	10988	-	USA	-	Culex tarsalis	2005	-	-
KJ501117	1	A	10954	-	USA	-	Culex tarsalis	2010	-	-
KJ501120	1	A	10951	-	USA	-	Culex tarsalis	2010	-	-
KJ501126	1	A	10989	-	USA	-	mosquito	2007	-	-
KJ501128	1	A	10807	-	USA	-	Culex quinquefasciatus	2004	-	-
KJ501129	1	A	10898	-	USA	-	Culex quinquefasciatus	2004	-	-
KJ501132	1	A	10989	-	USA	-	Culex quinquefasciatus	2007	-	-
KJ501136	1	A	10990	-	USA	-	Culex quinquefasciatus	2010	-	-
KJ501137	1	A	10984	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501139	1	A	10894	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501141	1	A	10951	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501144	1	A	10894	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501145	1	A	10901	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501146	1	A	10944	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501147	1	A	10865	-	USA	-	Culex quinquefasciatus	2008	-	-
KJ501151	1	A	10203	-	USA	-	Culex stigmatosoma	2004	-	-
KJ501152	1	A	10215	-	USA	-	Culex quinquefasciatus	2004	-	-
KJ501153	1	A	10174	-	USA	-	Culex tarsalis	2011	-	-
KJ501154	1	A	10437	-	USA	-	Culex tarsalis	2011	-	-
KJ501155	1	A	10752	-	USA	-	Culex quinquefasciatus	2008	-	-
KJ501156	1	A	10782	-	USA	-	Culex quinquefasciatus	2004	-	-
KJ501157	1	A	10366	-	USA	-	Culex tarsalis	2011	-	-
KJ501158	1	A	10238	-	USA	-	Culex tarsalis	2011	-	-
KJ501159	1	A	10304	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501160	1	A	10314	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501161	1	A	10405	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501162	1	A	10592	-	USA	-	Culex tarsalis	2007	-	-
KJ501163	1	A	10293	-	USA	-	Culex tarsalis	2007	-	-
KJ501164	1	A	10413	-	USA	-	Culex tarsalis	2008	-	-
KJ501165	1	A	10899	-	USA	-	Culex quinquefasciatus	2008	-	-
KJ501166	1	A	10608	-	USA	-	Culex tarsalis	2007	-	-
KJ501167	1	A	10725	-	USA	-	Culex quinquefasciatus	2007	-	-
KJ501169	1	A	10350	-	USA	-	Culex quinquefasciatus	2006	-	-
KJ501170	1	A	10457	-	USA	-	Culex tarsalis	2011	-	-
KJ501171	1	A	10226	-	USA	-	Culex pipiens	2005	-	-
KJ501172	1	A	10227	-	USA	-	Culex tarsalis	2005	-	-
KJ501173	1	A	10445	-	USA	-	Culex pipiens	2005	-	-
KJ501174	1	A	10896	-	USA	-	Culex pipiens	2008	-	-
KJ501175	1	A	10790	-	USA	-	Culex pipiens	2005	-	-
KJ501176	1	A	10785	-	USA	-	Culex tarsalis	2008	-	-
KJ501177	1	A	10535	-	USA	-	Culex pipiens	2011	-	-
KJ501178	1	A	10974	-	USA	-	Culex tarsalis	2011	-	-
KJ501179	1	A	10229	-	USA	-	Culex tarsalis	2011	-	-
KJ501180	1	A	10649	-	USA	-	Culex pipiens	2011	-	-
KJ501181	1	A	10172	-	USA	-	Culex tarsalis	2010	-	-
KJ501182	1	A	10751	-	USA	-	Culex pipiens	2011	-	-
KJ501183	1	A	10792	-	USA	-	Culex tarsalis	2005	-	-
KJ501184	1	A	10713	-	USA	-	Culex tarsalis	2005	-	-
KJ501185	1	A	10901	-	USA	-	Culex tarsalis	2005	-	-
KJ501187	1	A	10803	-	USA	-	Culex pipiens	2005	-	-
KJ501188	1	A	10822	-	USA	-	Culex pipiens	2005	-	-
KJ501189	1	A	10897	-	USA	-	Culex tarsalis	2007	-	-
KJ501190	1	A	10743	-	USA	-	Culex tarsalis	2008	-	-
KJ501191	1	A	10374	-	USA	-	Culex tarsalis	2004	-	-
KJ501192	1	A	10791	-	USA	-	Culex tarsalis	2007	-	-
KJ501193	1	A	10235	-	USA	-	Culex pipiens	2007	-	-
KJ501194	1	A	10789	-	USA	-	Culex pipiens	2009	-	-
KJ501195	1	A	10977	-	USA	-	Culex tarsalis	2007	-	-
KJ501196	1	A	8863	-	USA	-	Culex tarsalis	2010	-	-
KJ501197	1	A	10353	-	USA	-	Culex tarsalis	2011	-	-
KJ501198	1	A	10774	-	USA	-	Culex tarsalis	2010	-	-
KJ501199	1	A	10400	-	USA	-	Culex tarsalis	2011	-	-
KJ501200	1	A	10237	-	USA	-	Culex tarsalis	2011	-	-
KJ501201	1	A	10930	-	USA	-	Culex quinquefasciatus	2011	-	-
KJ501202	1	A	10226	-	USA	-	Culex tarsalis	2004	-	-
KJ501203	1	A	10368	-	USA	-	Culex tarsalis	2003	-	-
KJ501204	1	A	10396	-	USA	-	Culex pipiens	2007	-	-
KJ501205	1	A	10584	-	USA	-	Culex tarsalis	2011	-	-
KJ501207	1	A	10450	-	USA	-	Culex tarsalis	2012	-	-
KJ501208	1	A	10402	-	USA	-	Culex tarsalis	2012	-	-
KJ501209	1	A	10112	-	USA	-	Culex tarsalis	2012	-	-
KJ501210	1	A	9827	-	USA	-	Culex tarsalis	2012	-	-
KJ501211	1	A	10834	-	USA	-	Culex tarsalis	2012	-	-
KJ501212	1	A	10414	-	USA	-	Culex pipiens	2012	-	-
KJ501213	1	A	10725	-	USA	-	Culex tarsalis	2012	-	-
KJ501214	1	A	10891	-	USA	-	Culex tarsalis	2012	-	-
KJ501215	1	A	10782	-	USA	-	Culex pipiens	2012	-	-
KJ501216	1	A	10944	-	USA	-	Culex pipiens	2012	-	-
KJ501217	1	A	10957	-	USA	-	Culex tarsalis	2012	-	-
KJ501218	1	A	10557	-	USA	-	Culex pipiens	2012	-	-
KJ501219	1	A	10467	-	USA	-	Culex pipiens	2012	-	-
KJ501221	1	A	10343	-	USA	-	Culex pipiens	2012	-	-
KJ501223	1	A	10896	-	USA	-	Culex tarsalis	2012	-	-
KJ501227	1	A	10825	-	USA	-	Culex tarsalis	2012	-	-
KJ501231	1	A	10905	-	USA	-	Culex pipiens	2012	-	-
KJ501232	1	A	10903	-	USA	-	Culex tarsalis	2012	-	-
KJ501233	1	A	10957	-	USA	-	Cyanocitta cristata	2001	-	-
KJ501235	1	A	10913	-	USA	-	Cyanocitta cristata	2001	-	-
KJ501236	1	A	10962	-	USA	-	Pelecanus erythrorhynchos	2009	-	-
KJ501239	1	A	10445	-	USA	-	Phalacrocorax auritus	2008	-	-
KJ501240	1	A	10979	-	USA	-	Phalacrocorax auritus	2008	-	-
KJ501241	1	A	10975	-	USA	-	Pelecanus erythrorhynchos	2009	-	-
KJ501242	1	A	10896	-	USA	-	Pelecanus erythrorhynchos	2010	-	-
KJ501243	1	A	10979	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501245	1	A	10979	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501246	1	A	10962	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501247	1	A	10957	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501248	1	A	10966	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501249	1	A	10977	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501250	1	A	10940	-	USA	-	Pelecanus erythrorhynchos	2009	-	-
KJ501252	1	A	10272	-	USA	-	Passer domesticus	2008	-	-
KJ501253	1	A	10979	-	USA	-	Sternula antillarum	2008	-	-
KJ501254	1	A	10979	-	USA	-	Branta canadensis	2008	-	-
KJ501255	1	A	10929	-	USA	-	Pelecanus erythrorhynchos	2008	-	-
KJ501256	1	A	10979	-	USA	-	Pelecanus erythrorhynchos	2009	-	-
KJ501258	1	A	10979	-	USA	-	Sternula antillarum	2007	-	-
KJ501259	1	A	10951	-	USA	-	Sternula antillarum	2008	-	-
KJ501260	1	A	10959	-	USA	-	Pelecanus erythrorhynchos	2008	-	-
KJ501261	1	A	10472	-	USA	-	Cyanocitta cristata	2002	-	-
KJ501262	1	A	10951	-	USA	-	Anas platyrhynchos	2010	-	-
KJ501264	1	A	10979	-	USA	-	Cyanocitta cristata	2001	-	-
KJ501266	1	A	10371	-	USA	-	Corvus brachyrhynchos	2002	-	-
KJ501267	1	A	10968	-	USA	-	Pelecanus erythrorhynchos	2005	-	-
KJ501268	1	A	10984	-	USA	-	Falco	2001	-	-
KJ501269	1	A	10989	-	USA	-	Falco sparverius	2001	-	-
KJ501270	1	A	10979	-	USA	-	Cyanocitta cristata	2002	-	-
KJ501271	1	A	10978	-	USA	-	Bubo virginianus	2003	-	-
KJ501272	1	A	10957	-	USA	-	Cyanocitta cristata	2003	-	-
KJ501273	1	A	10997	-	USA	-	Cyanocitta cristata	2003	-	-
KJ501274	1	A	10953	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501275	1	A	10989	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501276	1	A	10917	-	USA	-	Bubo virginianus	2002	-	-
KJ501277	1	A	10979	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501278	1	A	10978	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501280	1	A	10988	-	USA	-	Corvus brachyrhynchos	2003	-	-
KJ501281	1	A	10976	-	USA	-	Cyanocitta cristata	2002	-	-
KJ501282	1	A	10991	-	USA	-	Bubo virginianus	2001	-	-
KJ501283	1	A	10962	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501284	1	A	10972	-	USA	-	Cyanocitta cristata	2002	-	-
KJ501286	1	A	10979	-	USA	-	Accipiter gentilis	2002	-	-
KJ501287	1	A	10979	-	USA	-	Cyanocitta cristata	2002	-	-
KJ501288	1	A	10962	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501289	1	A	10979	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501292	1	A	10986	-	USA	-	Corvus brachyrhynchos	2001	-	-
KJ501293	1	A	10979	-	USA	-	Falco sparverius	2003	-	-
KJ501294	1	A	10975	-	USA	-	Corvus brachyrhynchos	2003	-	-
KJ501295	1	A	10982	-	USA	-	Cyanocitta cristata	2002	-	-
KJ501297	1	A	10979	-	USA	-	Pelecanus erythrorhynchos	2003	-	-
